AN_BASE,CD_PROGRAMA_IES,NM_PROGRAMA_IES,NM_PROGRAMA_IDIOMA,SG_ENTIDADE_ENSINO,NM_ENTIDADE_ENSINO,CS_STATUS_JURIDICO,DS_DEPENDENCIA_ADMINISTRATIVA,DS_ORGANIZACAO_ACADEMICA,NM_GRANDE_AREA_CONHECIMENTO,NM_AREA_CONHECIMENTO,NM_AREA_AVALIACAO,NM_GRAU_PROGRAMA,SG_UF_PROGRAMA,NM_MUNICIPIO_PROGRAMA_IES,CD_CONCEITO_PROGRAMA,ANO_INICIO_PROGRAMA,NM_MODALIDADE_PROGRAMA,NM_REGIAO,SG_ENTIDADE_ENSINO_REDE,IN_REDE
2015,42009014007P4,ODONTOLOGIA,GRADUATE PROGRAM IN DENTISTRY - MASTER,FUPF,FUNDAÇÃO UNIVERSIDADE DE PASSO FUNDO,PARTICULAR,PRIVADO,UNIVERSIDADE,CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,MESTRADO/DOUTORADO,RS,PASSO FUNDO,3,2010,ACADÊMICO,SUL,NA,NÃO
2015,42009014008P0,PROJETO E PROCESSOS DE FABRICAÇÃO,PROGRAM OF PROFESSIONAL MASTER IN DESIGN AND MANUFACTURING PROCESSES,FUPF,FUNDAÇÃO UNIVERSIDADE DE PASSO FUNDO,PARTICULAR,PRIVADO,UNIVERSIDADE,ENGENHARIAS,ENGENHARIA MECÂNICA,ENGENHARIAS III,MESTRADO PROFISSIONAL,RS,PASSO FUNDO,3,2011,PROFISSIONAL,SUL,NA,NÃO
2015,42009014009P7,BIOEXPERIMENTAÇÃO,PROGRAM OF POST-GRADUATION IN BIOEXPERIMENTATION,FUPF,FUNDAÇÃO UNIVERSIDADE DE PASSO FUNDO,PARTICULAR,PRIVADO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,MEDICINA VETERINÁRIA,MEDICINA VETERINÁRIA,MESTRADO,RS,PASSO FUNDO,3,2012,ACADÊMICO,SUL,NA,NÃO
2015,33107017002P1,FARMÁCIA,PROFISSIONAL MASTER IN PHARMACY,UNIAN-SP,UNIVERSIDADE ANHANGUERA DE SÃO PAULO,PARTICULAR,PRIVADO,NÃO INFORMADO,CIÊNCIAS DA SAÚDE,FARMÁCIA,FARMÁCIA,MESTRADO PROFISSIONAL,SP,SÃO PAULO,3,2007,PROFISSIONAL,SUDESTE,NA,NÃO
2015,33107017003P8,EDUCAÇÃO MATEMÁTICA,MATHEMATICS EDUCATION GRADUATE PROGRAM,UNIAN-SP,UNIVERSIDADE ANHANGUERA DE SÃO PAULO,PARTICULAR,PRIVADO,NÃO INFORMADO,MULTIDISCIPLINAR,ENSINO,ENSINO,MESTRADO/DOUTORADO,SP,SÃO PAULO,5,2008,ACADÊMICO,SUDESTE,NA,NÃO
2015,33107017004P4,REABILITAÇÃO DO EQUILÍBRIO CORPORAL E INCLUSÃO SOCIAL,MASTERS PROGRAM IN BALANCE REHABILITATION AND SOCIAL INCLUSION,UNIAN-SP,UNIVERSIDADE ANHANGUERA DE SÃO PAULO,PARTICULAR,PRIVADO,NÃO INFORMADO,MULTIDISCIPLINAR,INTERDISCIPLINAR,INTERDISCIPLINAR,MESTRADO PROFISSIONAL,SP,SÃO PAULO,3,2008,PROFISSIONAL,SUDESTE,NA,NÃO
2015,33107017005P0,ADOLESCENTE EM CONFLITO COM A LEI,TEEN IN CONFLICT WITH THE LAW,UNIAN-SP,UNIVERSIDADE ANHANGUERA DE SÃO PAULO,PARTICULAR,PRIVADO,NÃO INFORMADO,MULTIDISCIPLINAR,INTERDISCIPLINAR,INTERDISCIPLINAR,MESTRADO PROFISSIONAL,SP,SÃO PAULO,3,2008,PROFISSIONAL,SUDESTE,NA,NÃO
2015,33107017007P3,BIOMATERIAIS,BIOMATERIALS,UNIAN-SP,UNIVERSIDADE ANHANGUERA DE SÃO PAULO,PARTICULAR,PRIVADO,NÃO INFORMADO,CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,MESTRADO PROFISSIONAL,SP,SÃO PAULO,3,2011,PROFISSIONAL,SUDESTE,NA,NÃO
2015,33107017008P0,BIOTECNOLOGIA E INOVAÇÃO EM SAÚDE,BIOTECNOLOGY,UNIAN-SP,UNIVERSIDADE ANHANGUERA DE SÃO PAULO,PARTICULAR,PRIVADO,NÃO INFORMADO,MULTIDISCIPLINAR,BIOTECNOLOGIA,BIOTECNOLOGIA,MESTRADO/DOUTORADO,SP,SÃO PAULO,4,2012,ACADÊMICO,SUDESTE,NA,NÃO
2015,33110018001P2,ADMINISTRAÇÃO,POSTGRADUATE PROGRAMME IN MANAGEMENT,USCS,UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL,MUNICIPAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS SOCIAIS APLICADAS,ADMINISTRAÇÃO,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO/DOUTORADO,SP,SÃO CAETANO DO SUL,5,2003,ACADÊMICO,SUDESTE,NA,NÃO
2015,33110018002P9,COMUNICAÇÃO,MASTER DEGREE IN COMMUNICATION,USCS,UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL,MUNICIPAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS SOCIAIS APLICADAS,COMUNICAÇÃO,CIÊNCIAS SOCIAIS APLICADAS I,MESTRADO,SP,SÃO CAETANO DO SUL,3,2009,ACADÊMICO,SUDESTE,NA,NÃO
2015,33111014001P9,DIREITO,MASTER IN LAW,FEESR,"FUNDAÇÃO DE ENSINO ""EURÍPIDES SOARES DA ROCHA""",PARTICULAR,PRIVADO,NÃO INFORMADO,CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,MESTRADO,SP,MARÍLIA,3,2000,ACADÊMICO,SUDESTE,NA,NÃO
2015,33112010001P5,CIÊNCIAS DA SAÚDE,"POST GRADUATION, RESEARCH AND INNOVATION PROGRAM",FMABC,FACULDADE DE MEDICINA DO ABC,PARTICULAR,PRIVADO,FACULDADE,CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA I,MESTRADO/DOUTORADO,SP,SANTO ANDRÉ,4,1999,ACADÊMICO,SUDESTE,NA,NÃO
2015,33114013001P8,ODONTOLOGIA,GRADUATE PROGRAM IN DENTISTRY,UNIARARAS,CENTRO UNIVERSITÁRIO HERMINIO OMETTO,PARTICULAR,PRIVADO,CENTRO UNIVERSITÁRIO,CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,MESTRADO PROFISSIONAL,SP,ARARAS,3,2002,PROFISSIONAL,SUDESTE,NA,NÃO
2015,33114013002P4,CIÊNCIAS BIOMÉDICAS,GRADUATE PROGRAM OF BIOMEDICAL SCIENCES,UNIARARAS,CENTRO UNIVERSITÁRIO HERMINIO OMETTO,PARTICULAR,PRIVADO,CENTRO UNIVERSITÁRIO,CIÊNCIAS BIOLÓGICAS,FISIOLOGIA,CIÊNCIAS BIOLÓGICAS II,MESTRADO,SP,ARARAS,3,2010,ACADÊMICO,SUDESTE,NA,NÃO
2015,33115010001P8,CIÊNCIAS,SCIENCES,CCD/SES,COORDENADORIA CONTROLE DE DOENÇAS DA SEC EST DA SAÚDE DE SP,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA II,MESTRADO/DOUTORADO,SP,SÃO PAULO,4,2000,ACADÊMICO,SUDESTE,NA,NÃO
2015,32004010008P4,AGRONOMIA (FISIOLOGIA VEGETAL),GRADUATE PROGRAM IN PLANT PHYSIOLOGY,UFLA,UNIVERSIDADE FEDERAL DE LAVRAS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,AGRONOMIA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,MG,LAVRAS,5,1988,ACADÊMICO,SUDESTE,NA,NÃO
2015,32004010009P0,ENGENHARIA AGRÍCOLA,AGRICULTURAL ENGINEERING,UFLA,UNIVERSIDADE FEDERAL DE LAVRAS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,ENGENHARIA AGRÍCOLA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,MG,LAVRAS,4,1990,ACADÊMICO,SUDESTE,NA,NÃO
2015,32004010010P9,ENGENHARIA FLORESTAL,FOREST ENGINEERING,UFLA,UNIVERSIDADE FEDERAL DE LAVRAS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,MG,LAVRAS,4,1993,ACADÊMICO,SUDESTE,NA,NÃO
2015,32004010011P5,ESTATÍSTICA E EXPERIMENTAÇÃO AGROPECUÁRIA,STATISTICS AND AGRICULTURAL EXPERIMENT,UFLA,UNIVERSIDADE FEDERAL DE LAVRAS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,AGRONOMIA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,MG,LAVRAS,4,1996,ACADÊMICO,SUDESTE,NA,NÃO
2015,32004010012P1,AGRONOMIA (FITOPATOLOGIA),PLANT PATHOLOGY,UFLA,UNIVERSIDADE FEDERAL DE LAVRAS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,AGRONOMIA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,MG,LAVRAS,5,1997,ACADÊMICO,SUDESTE,NA,NÃO
2015,32004010013P8,AGROQUÍMICA,AGROQUÍMICA,UFLA,UNIVERSIDADE FEDERAL DE LAVRAS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,AGRONOMIA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,MG,LAVRAS,6,1998,ACADÊMICO,SUDESTE,NA,NÃO
2015,33120013001P4,BIODIVERSIDADE VEGETAL E MEIO AMBIENTE,PLANT BIODIVERSITY AND ENVIRONMENT,IBT,INSTITUTO DE BOTANICA,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS BIOLÓGICAS,BOTÂNICA,BIODIVERSIDADE,MESTRADO/DOUTORADO,SP,SÃO PAULO,5,2002,ACADÊMICO,SUDESTE,NA,NÃO
2015,33125015001P6,PROMOÇÃO DA SAÚDE,MASTERS IN HEALTH PROMOTION,UNASP,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,PARTICULAR,PRIVADO,CENTRO UNIVERSITÁRIO,MULTIDISCIPLINAR,INTERDISCIPLINAR,INTERDISCIPLINAR,MESTRADO PROFISSIONAL,SP,SÃO PAULO,3,2013,PROFISSIONAL,SUDESTE,NA,NÃO
2015,33126011002P9,GESTÃO E TECNOLOGIA EM SISTEMAS PRODUTIVOS,MANAGEMENT AND TECHNOLOGY IN PRODUCTIVE SYSTEMS,CEETEPS,CENTRO ESTADUAL DE EDUCAÇÃO TECNOLÓGICA PAULA SOUZA,ESTADUAL,PÚBLICO,NÃO INFORMADO,ENGENHARIAS,ENGENHARIA DE PRODUÇÃO,ENGENHARIAS III,MESTRADO PROFISSIONAL,SP,SÃO PAULO,3,2013,PROFISSIONAL,SUDESTE,NA,NÃO
2015,33126011003P5,GESTÃO E DESENVOLVIMENTO DA EDUCAÇÃO PROFISSIONAL,MANAGEMENT AND DEVELOPMENT OF PROFESSIONAL EDUCATION,CEETEPS,CENTRO ESTADUAL DE EDUCAÇÃO TECNOLÓGICA PAULA SOUZA,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,MESTRADO PROFISSIONAL,SP,SÃO PAULO,3,2015,PROFISSIONAL,SUDESTE,NA,NÃO
2015,33128014001P5,AGRONEGÓCIO,PROFESSIONAL MASTER OF AGRIBUSINESS,EESP/FGV,ESCOLA DE ECONOMIA DE SÃO PAULO DA FUNDAÇÃO GETÚLIO VARGAS,PARTICULAR,PRIVADO,NÃO INFORMADO,CIÊNCIAS AGRÁRIAS,AGRONOMIA,CIÊNCIAS AGRÁRIAS I,MESTRADO PROFISSIONAL,SP,SÃO PAULO,3,2008,PROFISSIONAL,SUDESTE,NA,NÃO
2015,33129010001P1,ECONOMIA - SP,PROFESSIONAL MASTER IN ECONOMICS,INSPER,INSTITUTO DE ENSINO E PESQUISA,PARTICULAR,PRIVADO,FACULDADE,CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,MESTRADO PROFISSIONAL,SP,SÃO PAULO,5,2004,PROFISSIONAL,SUDESTE,NA,NÃO
2015,33129010002P8,ADMINISTRAÇÃO,PROFESSIONAL MASTER IN BUSINESS ADMINISTRATION,INSPER,INSTITUTO DE ENSINO E PESQUISA,PARTICULAR,PRIVADO,FACULDADE,CIÊNCIAS SOCIAIS APLICADAS,ADMINISTRAÇÃO,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO PROFISSIONAL,SP,SÃO PAULO,4,2007,PROFISSIONAL,SUDESTE,NA,NÃO
2015,33129010003P4,ECONOMIA DOS NEGÓCIOS,PHD PROGRAM IN BUSINESS ECONOMICS,INSPER,INSTITUTO DE ENSINO E PESQUISA,PARTICULAR,PRIVADO,FACULDADE,CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,DOUTORADO,SP,SÃO PAULO,4,2015,ACADÊMICO,SUDESTE,NA,NÃO
2015,33131015001P2,EDUCAÇÃO,SOCIOCOMUNITARIAN EDUCATION,UNISAL,CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO,PARTICULAR,PRIVADO,CENTRO UNIVERSITÁRIO,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,MESTRADO,SP,SÃO PAULO,3,2005,ACADÊMICO,SUDESTE,NA,NÃO
2015,33131015005P8,DIREITO,MASTER'S DEGREE IN LAW,UNISAL,CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO,PARTICULAR,PRIVADO,CENTRO UNIVERSITÁRIO,CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,MESTRADO,SP,SÃO PAULO,3,2012,ACADÊMICO,SUDESTE,NA,NÃO
2015,33132011001P9,AQUICULTURA E PESCA,AQUACULTURE AND FISHERIES,IP,INSTITUTO DE PESCA - APTA - SEC. DE AGR. E ABAST. - SP,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS AGRÁRIAS,RECURSOS PESQUEIROS E ENGENHARIA DE PESCA,ZOOTECNIA / RECURSOS PESQUEIROS,MESTRADO,SP,SÃO PAULO,3,2004,ACADÊMICO,SUDESTE,NA,NÃO
2015,33136017001P4,FUNÇÃO SOCIAL DO DIREITO,SOCIAL FUNCTION OF LAW,FADISP,FACULDADE AUTÔNOMA DE DIREITO,PARTICULAR,PRIVADO,FACULDADE,CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,MESTRADO/DOUTORADO,SP,SÃO PAULO,4,2005,ACADÊMICO,SUDESTE,NA,NÃO
2015,32004010030P0,DESENVOLVIMENTO SUSTENTÁVEL E EXTENSÃO,POST GRADUATE PROGRAM SUSTAINABLE DEVELOPMENT AND EXTENSION,UFLA,UNIVERSIDADE FEDERAL DE LAVRAS,FEDERAL,PÚBLICO,UNIVERSIDADE,MULTIDISCIPLINAR,INTERDISCIPLINAR,INTERDISCIPLINAR,MESTRADO PROFISSIONAL,MG,LAVRAS,3,2013,PROFISSIONAL,SUDESTE,NA,NÃO
2015,32004010031P6,ENGENHARIA DE BIOMATERIAIS,ENGINEERING OF BIOMATERIALS,UFLA,UNIVERSIDADE FEDERAL DE LAVRAS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,MG,LAVRAS,5,2014,ACADÊMICO,SUDESTE,NA,NÃO
2015,32005016003P5,CIÊNCIAS BIOLÓGICAS (ZOOLOGIA),BIOLOGICAL SCIENCES - ANIMAL BEHAVIOR AND BIOLOGY,UFJF,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,FEDERAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS BIOLÓGICAS,ZOOLOGIA,BIODIVERSIDADE,MESTRADO,MG,JUIZ DE FORA,4,1994,ACADÊMICO,SUDESTE,NA,NÃO
2015,32005016004P1,CIÊNCIA DA RELIGIÃO,STUDY OF RELIGION,UFJF,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,FEDERAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS HUMANAS,TEOLOGIA,FILOSOFIA/TEOLOGIA:SUBCOMISSÃO TEOLOGIA,MESTRADO/DOUTORADO,MG,JUIZ DE FORA,5,1993,ACADÊMICO,SUDESTE,NA,NÃO
2015,32005016005P8,ENGENHARIA ELÉTRICA,ELECTRICAL ENGINEERING,UFJF,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,FEDERAL,PÚBLICO,NÃO INFORMADO,ENGENHARIAS,ENGENHARIA ELÉTRICA,ENGENHARIAS IV,MESTRADO/DOUTORADO,MG,JUIZ DE FORA,4,1998,ACADÊMICO,SUDESTE,NA,NÃO
2015,32004010014P4,MICROBIOLOGIA AGRÍCOLA,AGRICULTURAL MICROBIOLOGY,UFLA,UNIVERSIDADE FEDERAL DE LAVRAS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,AGRONOMIA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,MG,LAVRAS,6,2001,ACADÊMICO,SUDESTE,NA,NÃO
2015,33002010031P2,FILOSOFIA,PROGRAM OF GRADUATE STUDY IN PHILOSOPHY (M.A AND PH.D),USP,UNIVERSIDADE DE SÃO PAULO,ESTADUAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS HUMANAS,FILOSOFIA,FILOSOFIA / TEOLOGIA:SUBCOMISSÃO FILOSOFIA,MESTRADO/DOUTORADO,SP,SÃO PAULO,7,1971,ACADÊMICO,SUDESTE,NA,NÃO
2015,33002029032P4,ODONTOLOGIA RESTAURADORA,RESTORATIVE DENTISTRY,USP/RP,UNIVERSIDADE DE SÃO PAULO/ RIBEIRÃO PRETO,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,MESTRADO/DOUTORADO,SP,SÃO PAULO,5,1997,ACADÊMICO,SUDESTE,NA,NÃO
2015,33002029033P0,BIOLOGIA COMPARADA,POST GRADUATION IN COMPARATIVE BIOLOGY,USP/RP,UNIVERSIDADE DE SÃO PAULO/ RIBEIRÃO PRETO,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS BIOLÓGICAS,ZOOLOGIA,BIODIVERSIDADE,MESTRADO/DOUTORADO,SP,SÃO PAULO,5,1998,ACADÊMICO,SUDESTE,NA,NÃO
2015,33002029034P7,ODONTOLOGIA (PERIODONTIA),DENTISTRY (PERIODONTOLOGY),USP/RP,UNIVERSIDADE DE SÃO PAULO/ RIBEIRÃO PRETO,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,MESTRADO/DOUTORADO,SP,RIBEIRÃO PRETO,5,1998,ACADÊMICO,SUDESTE,NA,NÃO
2015,33002029035P3,ODONTOPEDIATRIA,GRADUATE PROGRAM IN PEDIATRIC DENTISTRY,USP/RP,UNIVERSIDADE DE SÃO PAULO/ RIBEIRÃO PRETO,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,MESTRADO/DOUTORADO,SP,RIBEIRÃO PRETO,6,1998,ACADÊMICO,SUDESTE,NA,NÃO
2015,33005010032P1,TECNOLOGIAS DA INTELIGÊNCIA E DESIGN DIGITAL,POSTGRADUATE PROGRAM IN TECHNOLOGIES OF INTELLIGENCE AND DIGITAL DESIGN,PUC/SP,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PARTICULAR,PRIVADO,UNIVERSIDADE,MULTIDISCIPLINAR,INTERDISCIPLINAR,INTERDISCIPLINAR,MESTRADO/DOUTORADO,SP,SÃO PAULO,4,2006,ACADÊMICO,SUDESTE,NA,NÃO
2015,33005010033P8,TEOLOGIA,THEOLOGY,PUC/SP,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PARTICULAR,PRIVADO,UNIVERSIDADE,CIÊNCIAS HUMANAS,TEOLOGIA,FILOSOFIA/TEOLOGIA:SUBCOMISSÃO TEOLOGIA,MESTRADO,SP,SÃO PAULO,3,2000,ACADÊMICO,SUDESTE,NA,NÃO
2015,33005010034P4,EDUCAÇÃO NAS PROFISSÕES DA SAÚDE,EDUCATION IN THE HEALTH PROFESSIONS,PUC/SP,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PARTICULAR,PRIVADO,UNIVERSIDADE,MULTIDISCIPLINAR,INTERDISCIPLINAR,INTERDISCIPLINAR,MESTRADO PROFISSIONAL,SP,SOROCABA,3,2011,PROFISSIONAL,SUDESTE,NA,NÃO
2015,33005010037P3,EDUCAÇÃO: FORMAÇÃO DE FORMADORES,EDUCATION: TRAINING OF TRAINERS,PUC/SP,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PARTICULAR,PRIVADO,UNIVERSIDADE,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,MESTRADO PROFISSIONAL,SP,SÃO PAULO,4,2013,PROFISSIONAL,SUDESTE,NA,NÃO
2015,33006016002P8,PSICOLOGIA,GRADUATE PROGRAM IN PSYCHOLOGY,PUCCAMP,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PARTICULAR,PRIVADO,UNIVERSIDADE,CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,MESTRADO/DOUTORADO,SP,CAMPINAS,5,1972,ACADÊMICO,SUDESTE,NA,NÃO
2015,33006016005P7,EDUCAÇÃO,EDUCATION POST-GRADUATION PROGRAM,PUCCAMP,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PARTICULAR,PRIVADO,UNIVERSIDADE,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,MESTRADO/DOUTORADO,SP,CAMPINAS,4,1990,ACADÊMICO,SUDESTE,NA,NÃO
2015,42005019022P8,ODONTOLOGIA,POST-GRADUATE PROGRAM IN DENTISTRY,PUC/RS,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PARTICULAR,PRIVADO,UNIVERSIDADE,CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,MESTRADO/DOUTORADO,RS,PORTO ALEGRE,5,1999,ACADÊMICO,SUL,NA,NÃO
2015,42005019023P4,CIÊNCIAS CRIMINAIS,GRADUATE PROGRAM IN CRIMINAL SCIENCES,PUC/RS,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PARTICULAR,PRIVADO,UNIVERSIDADE,CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,MESTRADO/DOUTORADO,RS,PORTO ALEGRE,5,1997,ACADÊMICO,SUL,NA,NÃO
2015,42005019025P7,ENGENHARIA E TECNOLOGIA DE MATERIAIS,PROGRAM IN ENGINNERING AND MATERIALS TECHNOLOGY-PGETEMA,PUC/RS,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PARTICULAR,PRIVADO,UNIVERSIDADE,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,ENGENHARIAS II,MESTRADO/DOUTORADO,RS,PORTO ALEGRE,5,2001,ACADÊMICO,SUL,NA,NÃO
2015,42005019026P3,EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA,EDUCATION IN SCIENCE AND MATHEMATICS - M & D,PUC/RS,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PARTICULAR,PRIVADO,UNIVERSIDADE,MULTIDISCIPLINAR,ENSINO,ENSINO,MESTRADO/DOUTORADO,RS,PORTO ALEGRE,4,2001,ACADÊMICO,SUL,NA,NÃO
2015,42005019027P0,ECONOMIA,GRADUATE PROGRAM IN ECONOMICS,PUC/RS,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PARTICULAR,PRIVADO,UNIVERSIDADE,CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,MESTRADO/DOUTORADO,RS,PORTO ALEGRE,4,2002,ACADÊMICO,SUL,NA,NÃO
2015,42005019029P2,BIOLOGIA CELULAR E MOLECULAR,CELLULAR AND MOLECULAR BIOLOGY,PUC/RS,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PARTICULAR,PRIVADO,UNIVERSIDADE,CIÊNCIAS BIOLÓGICAS,BIOLOGIA GERAL,CIÊNCIAS BIOLÓGICAS I,MESTRADO/DOUTORADO,RS,PORTO ALEGRE,6,2003,ACADÊMICO,SUL,NA,NÃO
2015,50001019028P3,EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA - UFMT - UFPA - UEA,EDUCATION IN SCIENCE AND MATHEMATICS,UFMT,UNIVERSIDADE FEDERAL DE MATO GROSSO,FEDERAL,PÚBLICO,UNIVERSIDADE,MULTIDISCIPLINAR,ENSINO,ENSINO,DOUTORADO,MT,CUIABÁ,4,2010,ACADÊMICO,CENTRO-OESTE,UFPA;UEA,SIM
2015,50001019029P0,QUÍMICA,CHEMISTRY,UFMT,UNIVERSIDADE FEDERAL DE MATO GROSSO,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS EXATAS E DA TERRA,QUÍMICA,QUÍMICA,MESTRADO,MT,CUIABÁ,3,2010,ACADÊMICO,CENTRO-OESTE,NA,NÃO
2015,50001019030P8,ENGENHARIA AGRÍCOLA,AGRICULTURAL ENGINEERING GRADUATE PROGRAM,UFMT,UNIVERSIDADE FEDERAL DE MATO GROSSO,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,ENGENHARIA AGRÍCOLA,CIÊNCIAS AGRÁRIAS I,MESTRADO,MT,RONDONÓPOLIS,3,2011,ACADÊMICO,CENTRO-OESTE,NA,NÃO
2015,42009014011P1,COMPUTAÇÃO APLICADA,APPLIED COMPUTING,FUPF,FUNDAÇÃO UNIVERSIDADE DE PASSO FUNDO,PARTICULAR,PRIVADO,UNIVERSIDADE,CIÊNCIAS EXATAS E DA TERRA,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,MESTRADO PROFISSIONAL,RS,PASSO FUNDO,3,2014,PROFISSIONAL,SUL,NA,NÃO
2015,42009014012P8,ENSINO DE CIÊNCIAS E MATEMÁTICA,PROGRAM OF POSTGRADUATE EDUCATION IN SCIENCE AND MATH,FUPF,FUNDAÇÃO UNIVERSIDADE DE PASSO FUNDO,PARTICULAR,PRIVADO,UNIVERSIDADE,MULTIDISCIPLINAR,ENSINO,ENSINO,MESTRADO PROFISSIONAL,RS,PASSO FUNDO,3,2014,PROFISSIONAL,SUL,NA,NÃO
